,state,action,reward,new_state,terminal
72,"(0.11682968586683273, -0.6873531341552734, 0.001931476523168385, 0.02226927876472473, 0.000936657190322876, -0.00038512399187311534, 0.5681074857711792, -0.12763762474060059)","[-1, -1]",-1.3937681222544047,"(0.3102298974990845, -0.6520110368728638, -0.0015956464922055602, 0.019340021163225175, 0.003534209728240967, -0.00035271230153739453, 0.4681074917316437, -0.13461893796920776)",False
73,"(0.3102298974990845, -0.6520110368728638, -0.0015956464922055602, 0.019340021163225175, 0.003534209728240967, -0.00035271230153739453, 0.4681074917316437, -0.13461893796920776)","[-1, 1]",-1.5736436159732674,"(0.46859210729599, -0.6017142534255981, -0.004687170498073101, 0.015836220979690552, 0.0050296783447265625, -0.0003091524005867541, 0.36810749769210815, -0.12763762474060059)",False
74,"(0.46859210729599, -0.6017142534255981, -0.004687170498073101, 0.015836220979690552, 0.0050296783447265625, -0.0003091524005867541, 0.36810749769210815, -0.12763762474060059)","[-1, 0]",-1.5643958504967492,"(0.5999841094017029, -0.5419589877128601, -0.007430075667798519, 0.01313920021057129, 0.005975526571273804, -0.0002742905169725418, 0.26810750365257263, -0.12763762474060059)",False
75,"(0.5999841094017029, -0.5419589877128601, -0.007430075667798519, 0.01313920021057129, 0.005975526571273804, -0.0002742905169725418, 0.26810750365257263, -0.12763762474060059)","[0, 1]",-1.6419078964136467,"(0.7073021531105042, -0.4711187779903412, -0.009849905036389828, 0.010731804370880128, 0.007084020972251893, -0.00024198293685913087, 0.26810750365257263, -0.12065630406141281)",False
76,"(0.7073021531105042, -0.4711187779903412, -0.009849905036389828, 0.010731804370880128, 0.007084020972251893, -0.00024198293685913087, 0.26810750365257263, -0.12065630406141281)","[0, 1]",-1.6786258119385296,"(0.7783901691436768, -0.38870370388031006, -0.011763918213546276, 0.007108801603317261, 0.008241507411003114, -0.00019140131771564484, 0.26810750365257263, -0.11367498338222504)",False
77,"(0.7783901691436768, -0.38870370388031006, -0.011763918213546276, 0.007108801603317261, 0.008241507411003114, -0.00019140131771564484, 0.26810750365257263, -0.11367498338222504)","[1, -1]",-1.708774523947999,"(0.7983208298683167, -0.30347299575805664, -0.012940842658281326, 0.001993066072463989, 0.008523070812225341, -0.00011769244447350502, 0.36810749769210815, -0.12065630406141281)",False
78,"(0.7983208298683167, -0.30347299575805664, -0.012940842658281326, 0.001993066072463989, 0.008523070812225341, -0.00011769244447350502, 0.36810749769210815, -0.12065630406141281)","[1, 1]",-1.9466140168058093,"(0.7711647152900696, -0.23095417022705078, -0.013405496254563332, -0.002715611457824707, 0.0072518825531005865, -4.6465359628200534e-05, 0.4681074917316437, -0.11367498338222504)",False
79,"(0.7711647152900696, -0.23095417022705078, -0.013405496254563332, -0.002715611457824707, 0.0072518825531005865, -4.6465359628200534e-05, 0.4681074917316437, -0.11367498338222504)","[-1, 1]",-1.9707594965125446,"(0.7264525294303894, -0.18144020438194275, -0.013543915003538132, -0.004471218585968018, 0.004951396584510804, -1.3841874897480011e-05, 0.36810749769210815, -0.10669366270303726)",False
80,"(0.7264525294303894, -0.18144020438194275, -0.013543915003538132, -0.004471218585968018, 0.004951396584510804, -1.3841874897480011e-05, 0.36810749769210815, -0.10669366270303726)","[1, 1]",-1.849680890470943,"(0.6844492554664612, -0.14676599204540253, -0.01353992335498333, -0.0042003273963928224, 0.0034674212336540224, 3.991648554801941e-07, 0.4681074917316437, -0.09971234202384949)",False
81,"(0.6844492554664612, -0.14676599204540253, -0.01353992335498333, -0.0042003273963928224, 0.0034674212336540224, 3.991648554801941e-07, 0.4681074917316437, -0.09971234202384949)","[1, -1]",-1.8281982851785923,"(0.7087961435317993, -0.12014718353748322, -0.014579029753804207, 0.0024346888065338137, 0.0026618808507919314, -0.00010391063988208772, 0.5681074857711792, -0.10669366270303726)",False
82,"(0.7087961435317993, -0.12014718353748322, -0.014579029753804207, 0.0024346888065338137, 0.0026618808507919314, -0.00010391063988208772, 0.5681074857711792, -0.10669366270303726)","[1, 1]",-2.0162592032187754,"(0.733396589756012, -0.07489056140184402, -0.015478176064789295, 0.002460044622421265, 0.004525662213563919, -8.991463109850884e-05, 0.6681075096130371, -0.09971234202384949)",False
83,"(0.733396589756012, -0.07489056140184402, -0.015478176064789295, 0.002460044622421265, 0.004525662213563919, -8.991463109850884e-05, 0.6681075096130371, -0.09971234202384949)","[1, -1]",-2.0476705449294226,"(0.7373995184898376, -0.011639842763543129, -0.016047591343522072, 0.00040029287338256837, 0.00632507186383009, -5.6941527873277664e-05, 0.768107533454895, -0.10669366270303726)",False
84,"(0.7373995184898376, -0.011639842763543129, -0.016047591343522072, 0.00040029287338256837, 0.00632507186383009, -5.6941527873277664e-05, 0.768107533454895, -0.10669366270303726)","[0, 0]",-2.25461692644187,"(0.6923381686210632, 0.05660340562462807, -0.015877023339271545, -0.004506134986877442, 0.00682432483881712, 1.7056800425052645e-05, 0.768107533454895, -0.10669366270303726)",False
85,"(0.6923381686210632, 0.05660340562462807, -0.015877023339271545, -0.004506134986877442, 0.00682432483881712, 1.7056800425052645e-05, 0.768107533454895, -0.10669366270303726)","[-1, 0]",-2.2890885294541894,"(0.5846615433692932, 0.10729830712080002, -0.014600837603211403, -0.010767662525177003, 0.005069490149617196, 0.00012761857360601425, 0.6681075096130371, -0.10669366270303726)",False
86,"(0.5846615433692932, 0.10729830712080002, -0.014600837603211403, -0.010767662525177003, 0.005069490149617196, 0.00012761857360601425, 0.6681075096130371, -0.10669366270303726)","[0, 1]",-2.2179659554380975,"(0.4847413897514343, 0.13366079330444336, -0.013634826987981796, -0.00999201536178589, 0.0026362486183643345, 9.660106152296067e-05, 0.6681075096130371, -0.09971234202384949)",False
87,"(0.4847413897514343, 0.13366079330444336, -0.013634826987981796, -0.00999201536178589, 0.0026362486183643345, 9.660106152296067e-05, 0.6681075096130371, -0.09971234202384949)","[1, 1]",-2.0988917146799784,"(0.3921055793762207, 0.12765423953533173, -0.012512867338955402, -0.009263581037521363, -0.0006006553769111634, 0.00011219596490263939, 0.768107533454895, -0.09273102134466171)",False
88,"(0.3921055793762207, 0.12765423953533173, -0.012512867338955402, -0.009263581037521363, -0.0006006553769111634, 0.00011219596490263939, 0.768107533454895, -0.09273102134466171)","[-1, 0]",-2.0048859760911895,"(0.3505057692527771, 0.1048160046339035, -0.012010255828499794, -0.004159981012344361, -0.0022838234901428225, 5.026115104556084e-05, 0.6681075096130371, -0.09273102134466171)",False
89,"(0.3505057692527771, 0.1048160046339035, -0.012010255828499794, -0.004159981012344361, -0.0022838234901428225, 5.026115104556084e-05, 0.6681075096130371, -0.09273102134466171)","[0, 0]",-1.9097387574416649,"(0.36459603905677795, 0.08353789895772934, -0.012213882058858871, 0.0014090269804000856, -0.0021278105676174166, -2.0362623035907746e-05, 0.6681075096130371, -0.09273102134466171)",False
90,"(0.36459603905677795, 0.08353789895772934, -0.012213882058858871, 0.0014090269804000856, -0.0021278105676174166, -2.0362623035907746e-05, 0.6681075096130371, -0.09273102134466171)","[1, 0]",-1.8978738784902656,"(0.40597617626190186, 0.07517382502555847, -0.01258101500570774, 0.0041380137205123905, -0.0008364073932170869, -3.671329468488694e-05, 0.768107533454895, -0.09273102134466171)",False
91,"(0.40597617626190186, 0.07517382502555847, -0.01258101500570774, 0.0041380137205123905, -0.0008364073932170869, -3.671329468488694e-05, 0.768107533454895, -0.09273102134466171)","[0, 1]",-1.965363276135896,"(0.47807231545448303, 0.08669652789831161, -0.013647998683154583, 0.007209613919258118, 0.0011522702872753144, -0.00010669836774468422, 0.768107533454895, -0.08574970066547394)",False
92,"(0.47807231545448303, 0.08669652789831161, -0.013647998683154583, 0.007209613919258118, 0.0011522702872753144, -0.00010669836774468422, 0.768107533454895, -0.08574970066547394)","[-1, 1]",-1.9284437115028707,"(0.54078608751297, 0.10606485605239868, -0.014352825470268726, 0.006271377205848694, 0.0019368328154087068, -7.048267871141433e-05, 0.6681075096130371, -0.07876837998628616)",False
93,"(0.54078608751297, 0.10606485605239868, -0.014352825470268726, 0.006271377205848694, 0.0019368328154087068, -7.048267871141433e-05, 0.6681075096130371, -0.07876837998628616)","[-1, 1]",-1.8340119209067431,"(0.6124386787414551, 0.1302022784948349, -0.01509777083992958, 0.007165259122848511, 0.002413742244243622, -7.449453696608544e-05, 0.5681074857711792, -0.07178705930709839)",False
94,"(0.6124386787414551, 0.1302022784948349, -0.01509777083992958, 0.007165259122848511, 0.002413742244243622, -7.449453696608544e-05, 0.5681074857711792, -0.07178705930709839)","[1, 1]",-1.7493512941573028,"(0.7073410749435425, 0.16471314430236816, -0.016077790409326553, 0.009490239620208741, 0.0034510865807533264, -9.800195693969727e-05, 0.6681075096130371, -0.06480573862791061)",False
95,"(0.7073410749435425, 0.16471314430236816, -0.016077790409326553, 0.009490239620208741, 0.0034510865807533264, -9.800195693969727e-05, 0.6681075096130371, -0.06480573862791061)","[0, -1]",-1.8176286590669761,"(0.8215176463127136, 0.22359080612659454, -0.017244841903448105, 0.011417657136917114, 0.005887766182422639, -0.00011670514941215516, 0.6681075096130371, -0.07178705930709839)",False
96,"(0.8215176463127136, 0.22359080612659454, -0.017244841903448105, 0.011417657136917114, 0.005887766182422639, -0.00011670514941215516, 0.6681075096130371, -0.07178705930709839)","[1, -1]",-2.019091156336533,"(0.9230635166168213, 0.31683388352394104, -0.018159184604883194, 0.010154587030410767, 0.00932430773973465, -9.143427014350891e-05, 0.768107533454895, -0.07876837998628616)",False
97,"(0.9230635166168213, 0.31683388352394104, -0.018159184604883194, 0.010154587030410767, 0.00932430773973465, -9.143427014350891e-05, 0.768107533454895, -0.07876837998628616)","[1, -1]",-2.306718323184824,"(0.9694063067436218, 0.4387664794921875, -0.018213890492916107, 0.004634279012680054, 0.012193259596824647, -5.470588803291321e-06, 0.8681075572967529, -0.08574970066547394)",False
98,"(0.9694063067436218, 0.4387664794921875, -0.018213890492916107, 0.004634279012680054, 0.012193259596824647, -5.470588803291321e-06, 0.8681075572967529, -0.08574970066547394)","[1, 1]",-2.581430077740118,"(0.9383240938186646, 0.569114625453949, -0.017066311091184616, -0.0031082212924957277, 0.013034814596176149, 0.00011475794017314912, 0.9681075811386108, -0.07876837998628616)",False
99,"(0.9383240938186646, 0.569114625453949, -0.017066311091184616, -0.0031082212924957277, 0.013034814596176149, 0.00011475794017314912, 0.9681075811386108, -0.07876837998628616)","[-1, 1]",-2.648390250411392,"(0.8241909146308899, 0.6715951561927795, -0.01453226525336504, -0.011413317918777467, 0.010248053073883058, 0.00025340458378195766, 0.8681075572967529, -0.07178705930709839)",False
100,"(0.8241909146308899, 0.6715951561927795, -0.01453226525336504, -0.011413317918777467, 0.010248053073883058, 0.00025340458378195766, 0.8681075572967529, -0.07178705930709839)","[-1, 1]",-2.502342534264511,"(0.6859501600265503, 0.7518186569213867, -0.011540619656443596, -0.01382407546043396, 0.008022350072860718, 0.0002991645596921444, 0.768107533454895, -0.06480573862791061)",False
101,"(0.6859501600265503, 0.7518186569213867, -0.011540619656443596, -0.01382407546043396, 0.008022350072860718, 0.0002991645596921444, 0.768107533454895, -0.06480573862791061)","[1, 1]",-2.3268289717057744,"(0.543664813041687, 0.8195769786834717, -0.008392836898565292, -0.014228534698486329, 0.0067758321762084964, 0.0003147782757878304, 0.8681075572967529, -0.05782442167401314)",False
102,"(0.543664813041687, 0.8195769786834717, -0.008392836898565292, -0.014228534698486329, 0.0067758321762084964, 0.0003147782757878304, 0.8681075572967529, -0.05782442167401314)","[0, 0]",-2.2609249747599676,"(0.38735532760620117, 0.8845213055610657, -0.0049796574749052525, -0.015630948543548583, 0.006494432687759399, 0.000341317942366004, 0.8681075572967529, -0.05782442167401314)",False
103,"(0.38735532760620117, 0.8845213055610657, -0.0049796574749052525, -0.015630948543548583, 0.006494432687759399, 0.000341317942366004, 0.8681075572967529, -0.05782442167401314)","[0, -1]",-2.2103390960767575,"(0.1957257241010666, 0.9435789585113525, -0.0010238455142825842, -0.019162960350513458, 0.005905765295028687, 0.00039558119606226684, 0.8681075572967529, -0.06480573862791061)",False
104,"(0.1957257241010666, 0.9435789585113525, -0.0010238455142825842, -0.019162960350513458, 0.005905765295028687, 0.00039558119606226684, 0.8681075572967529, -0.06480573862791061)","[1, 0]",-2.2323529761522436,"(-0.03372418135404587, 0.9839798212051392, 0.0034996289759874344, -0.022944990545511246, 0.004040086269378663, 0.00045234744902700186, 0.9681075811386108, -0.06480573862791061)",False
105,"(-0.03372418135404587, 0.9839798212051392, 0.0034996289759874344, -0.022944990545511246, 0.004040086269378663, 0.00045234744902700186, 0.9681075811386108, -0.06480573862791061)","[1, 0]",-2.1792895250901823,"(-0.2779236137866974, 0.99863201379776, 0.008250475861132145, -0.024419943243265154, 0.0014652192592620851, 0.0004750846885144711, 1.0681076049804688, -0.06480573862791061)",False
106,"(-0.2779236137866974, 0.99863201379776, 0.008250475861132145, -0.024419943243265154, 0.0014652192592620851, 0.0004750846885144711, 1.0681076049804688, -0.06480573862791061)","[0, 1]",-2.094601065706145,"(-0.5153658390045166, 0.996091902256012, 0.012886322103440762, -0.023744222521781922, -0.0002540111541748047, 0.0004635846242308617, 1.0681076049804688, -0.05782442167401314)",False
107,"(-0.5153658390045166, 0.996091902256012, 0.012886322103440762, -0.023744222521781922, -0.0002540111541748047, 0.0004635846242308617, 1.0681076049804688, -0.05782442167401314)","[0, 0]",-1.8531921745566675,"(-0.7590213418006897, 0.9914260506629944, 0.01753094419836998, -0.02436555027961731, -0.0004665851593017578, 0.00046446220949292183, 1.0681076049804688, -0.05782442167401314)",False
108,"(-0.7590213418006897, 0.9914260506629944, 0.01753094419836998, -0.02436555027961731, -0.0004665851593017578, 0.00046446220949292183, 1.0681076049804688, -0.05782442167401314)","[-1, 0]",-1.7159300955128909,"(-1.0550261735916138, 0.9844856858253479, 0.022785719484090805, -0.029600483179092408, -0.0006940364837646484, 0.0005254775285720826, 0.9681075811386108, -0.05782442167401314)",False
109,"(-1.0550261735916138, 0.9844856858253479, 0.022785719484090805, -0.029600483179092408, -0.0006940364837646484, 0.0005254775285720826, 0.9681075811386108, -0.05782442167401314)","[-1, 1]",-1.5520660156795762,"(-1.4387887716293335, 0.9480748176574707, 0.029139431193470955, -0.038376259803771975, -0.00364108681678772, 0.0006353711709380151, 0.8681075572967529, -0.05084310472011566)",False
110,"(-1.4387887716293335, 0.9480748176574707, 0.029139431193470955, -0.038376259803771975, -0.00364108681678772, 0.0006353711709380151, 0.8681075572967529, -0.05084310472011566)","[1, 0]",-1.3041929262522756,"(-1.8861567974090576, 0.841951847076416, 0.03627634420990944, -0.04473680257797241, -0.01061229705810547, 0.0007136913016438485, 0.9681075811386108, -0.05084310472011566)",False
111,"(-1.8861567974090576, 0.841951847076416, 0.03627634420990944, -0.04473680257797241, -0.01061229705810547, 0.0007136913016438485, 0.9681075811386108, -0.05084310472011566)","[0, 1]",-1.1638577680236186,"(-2.3092260360717773, 0.6437727212905884, 0.042979687452316284, -0.042306923866271974, -0.019817912578582765, 0.0006703343242406845, 0.9681075811386108, -0.043861787766218185)",False
112,"(-2.3092260360717773, 0.6437727212905884, 0.042979687452316284, -0.042306923866271974, -0.019817912578582765, 0.0006703343242406845, 0.9681075811386108, -0.043861787766218185)","[-1, 1]",-1.031605047047821,"(-2.607393503189087, 0.3695636987686157, 0.04781273752450943, -0.029816746711730957, -0.027420902252197267, 0.0004833050072193146, 0.8681075572967529, -0.03688047081232071)",False
113,"(-2.607393503189087, 0.3695636987686157, 0.04781273752450943, -0.029816746711730957, -0.027420902252197267, 0.0004833050072193146, 0.8681075572967529, -0.03688047081232071)","[0, 0]",-1.1571747734620048,"(-2.730860710144043, 0.06433771550655365, 0.05001063644886017, -0.012346720695495606, -0.03052259832620621, 0.00021978989243507386, 0.8681075572967529, -0.03688047081232071)",False
